index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,textbox.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_101_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_044_of_116_3.wav,Okay great I say too forcefully So should I do it into the camera or I'm looking around vacantly not sure where to focus somehow not finding where the lens is Ah there's no camera here today since there's no scene exactly Tell you what why don't you just do it for Arthur here he says pointing to a painfully thin man with red hair and freckles to his left who looks not exactly happy to have been chosen as my target Okay great,Why won't the narrator have to perform in front of a camera during the audition?,A. Because there is no camera available,B. Because the scene doesn't require it,C. Because Arthur will perform it instead,D. Because the narrator refused to do it,B. Because the scene doesn't require it,no,13.01125,,,,,,,,,,,,,0,126,126,126,,,,,,,,,4284.52265,,,,,,,,,,,,4285.530397375,4285.546150666666,4285.549303791,4298.583709833,4298.562356208,4298.573552,4298.779066,4298.779066,4300.424577375,4301.120454541,9.566666666666666,1.8257392919995254,1,[0.7052322499994261],[0.705234749999363],,,,,,,,,,,,,,4301.120917416,4313.718437625,0,,,1,12.58786549999968,12.58786845799932,0,,,0,,,,,,,,,,4284.510428458,4284.52265,4284.52265,4284.52265,4285.530169333,1,[1.0179072089995316],[1.0179098339995107],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_90_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_3.wav,There are so many to choose from I wonder if this is part of the audition and the chairs are a test I wonder if I'm being watched on a hidden camera I wonder if I should be worried about the alarming frequency that the concept of being watched on a hidden camera occurs to me But if I were being watched what chair would the people sitting behind the monitor in the hidden control room consider the right one Does Absolute Artists work only with people who choose to sit at the head of the table Does that say I'm a star Is that the kind of boldness they're looking for,Why does the narrator wonder if the chairs are part of the audition?,A. She thinks the chairs are being watched,B. She believes the chairs are a test,C. She wants to find the right chair to sit in,D. All of the above,D. All of the above,no,12.998125,,,,,,,,,,,,,0,127,127,127,,,,,,,,,4313.7261673329995,,,,,,,,,,,,4315.63211175,4315.647902624666,4315.65028625,4328.65909325,4328.662193083,4328.67341175,4328.877370708,4328.877370708,4330.774788166,4331.400467541,9.049999999999999,2.0738655420000214,1,[0.6380125000005137],[0.6380148750004082],,,,,,,,,,,,,,4331.400941791,4338.186407333,0,,,0,,,0,,,1,6.775774167000236,6.7757774579995385,,,,,,,,4313.7189969579995,4313.7261673329995,4313.7261673329995,4313.7261673329995,4315.631916458,1,[1.911166291999507],[1.9111688749999303],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_54_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_2.wav,It's made of navy blue quilted leather and has a gold chain instead of a strap and she told me once it was a college graduation gift from her parents She usually leaves it out on the table and she always lays one of our cloth napkins underneath it I'm fascinated by the bag because to my knowledge it's the single most expensive item I've ever seen up close but the napkin thing always bothers me as if she's implying our housekeeping isn't quite up to her standards Still Everett's perfectly nice and I want her to feel welcome here,What is distinctive about Everett's Chanel bag?,A. It's bright red,B. It's made of velvet,C. It has a gold chain strap,D. It's a gift from the narrator,C. It has a gold chain strap,no,10.87875,,,,,,,,,,,,,0,128,128,128,,,,,,,,,4338.1933821249995,,,,,,,,,,,,4340.46703025,4340.482821082666,4340.483175041,4351.3849871659995,4351.365451666,4351.376649375,4351.578670791,4351.578670791,4353.1107557079995,4353.902459125,8.858333333333334,1.7098197499999515,1,[0.80052650000016],[0.8005291250001392],,,,,,,,,,,,,,4353.902901666,4360.7633129999995,0,,,0,,,1,6.851682041999993,6.851684999999634,0,,,,,,,,,,4338.186967291,4338.1933821249995,4338.1933821249995,4338.1933821249995,4340.466834125,1,[2.279212749999715],[2.279215333999673],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_112_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_049_of_116_0.wav,It was all a blur of papers coming off the roll from the fax machine and time spent rushing from one building in Manhattan to another But then we ran out of fax paper and I kept forgetting to get a new roll so I had to cold read a few times and I'll admit there were a few days when I showed up at an audition not really prepared And then there was the big audition I had prepared for a small part in a Broadway play directed by Mike Stanley But I was so nervous to meet him that I left out an entire page of the scene and he didn't ask me to read it again,What happened during the narrator's audition for a Broadway play directed by Mike Stanley?,A. The narrator performed exceptionally well,B. The narrator forgot to bring her audition materials,C. The narrator left out an entire page of the scene,D. The narrator received a callback for another audition,C. The narrator left out an entire page of the scene,yes,11.355,,,,,,,,,,,,,0,129,129,129,0,0,0,0,0,0,0,0,4377.646575791,,,,,,,,,,,,4362.501651166,4362.517474832666,4362.518878083,4373.878483083,4373.8816236249995,4373.8920649579995,4374.09923125,4374.09923125,4376.129082208,4376.718868875,6.008333333333333,2.212130249999973,1,[0.599781165999957],[0.5997833749997881],,,,,,,,,,4377.637256791,4377.646575791,4392.63012775,big audition so nervous left out a whole scene mike stanley,,,,,,,,,,,,,,,,,,,,,,4360.763804125,4360.776768291,4360.776768291,4360.776768291,4362.5014734999995,1,[1.7359947080003622],[1.7359973330003413],4376.719371208,4376.7267142499995,4376.7267142499995,4376.7267142499995,4377.636309833,1,[0.9158228750002309],[0.9158252910001465],0,,,4392.651874333,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_112_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_049_of_116_0.wav,It was all a blur of papers coming off the roll from the fax machine and time spent rushing from one building in Manhattan to another But then we ran out of fax paper and I kept forgetting to get a new roll so I had to cold read a few times and I'll admit there were a few days when I showed up at an audition not really prepared And then there was the big audition I had prepared for a small part in a Broadway play directed by Mike Stanley But I was so nervous to meet him that I left out an entire page of the scene and he didn't ask me to read it again,What happened during the narrator's audition for a Broadway play directed by Mike Stanley?,A. The narrator performed exceptionally well,B. The narrator forgot to bring her audition materials,C. The narrator left out an entire page of the scene,D. The narrator received a callback for another audition,C. The narrator left out an entire page of the scene,yes,11.355,,,,,,,,,,,,,0,129,129,129,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_112_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_049_of_116_0.wav,It was all a blur of papers coming off the roll from the fax machine and time spent rushing from one building in Manhattan to another But then we ran out of fax paper and I kept forgetting to get a new roll so I had to cold read a few times and I'll admit there were a few days when I showed up at an audition not really prepared And then there was the big audition I had prepared for a small part in a Broadway play directed by Mike Stanley But I was so nervous to meet him that I left out an entire page of the scene and he didn't ask me to read it again,What happened during the narrator's audition for a Broadway play directed by Mike Stanley?,A. The narrator performed exceptionally well,B. The narrator forgot to bring her audition materials,C. The narrator left out an entire page of the scene,D. The narrator received a callback for another audition,C. The narrator left out an entire page of the scene,yes,11.355,,,,,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392.630393458,4406.140882916,0,,,0,,,1,13.498798792000343,13.498801542000365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_103_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_1.wav,So I let it soften back down to the small giggle and finally exhausted but happy I let out a little sigh that's interrupted by an almost involuntary hiccup like I gulp down too much champagne all at once It's a blur from that point on a series of snapshots that flashed before me The woman in the back mouthing see to the disgruntled man who nods and shrugs at her in a way That says who knew and the man in glasses asking me to wait in the waiting room,What happens after the narrator finishes their audition?,A. She is congratulated by the casting director,B. She is asked to perform the laugh again,C. She is asked to wait in the waiting room,D. She is immediately given the role,C. She is asked to wait in the waiting room,yes,8.965625,,,,,,,,,,,,,0,130,130,130,0,0,0,0,0,0,0,0,4489.352942958,,,,,,,,,,,,4476.607661166,4476.623411624666,4476.623156875,4485.59314725,4485.593755625,4485.604825416,4485.844091708,4485.844091708,4487.93529575,4488.5526280409995,4.3583333333333325,2.3055342500001643,1,[0.6267558749996169],[0.6267584580000403],,,,,,,,,,4489.34362175,4489.352942958,4504.336729208,small giggle hiccup disgruntled man waiting room,,,,,,,,,,,,,,,,,,,,,,4406.141465166,4406.148623666,4406.148623666,4406.148623666,4476.607449333,1,[70.46411920900027],[70.46412175000023],4488.553183166,4488.559662541,4488.559662541,4488.559662541,4489.342688375,1,[0.788333583000167],[0.7883362080001461],0,,,4504.3572935,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_103_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_1.wav,So I let it soften back down to the small giggle and finally exhausted but happy I let out a little sigh that's interrupted by an almost involuntary hiccup like I gulp down too much champagne all at once It's a blur from that point on a series of snapshots that flashed before me The woman in the back mouthing see to the disgruntled man who nods and shrugs at her in a way That says who knew and the man in glasses asking me to wait in the waiting room,What happens after the narrator finishes their audition?,A. She is congratulated by the casting director,B. She is asked to perform the laugh again,C. She is asked to wait in the waiting room,D. She is immediately given the role,C. She is asked to wait in the waiting room,yes,8.965625,,,,,,,,,,,,,0,130,130,130,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_103_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_1.wav,So I let it soften back down to the small giggle and finally exhausted but happy I let out a little sigh that's interrupted by an almost involuntary hiccup like I gulp down too much champagne all at once It's a blur from that point on a series of snapshots that flashed before me The woman in the back mouthing see to the disgruntled man who nods and shrugs at her in a way That says who knew and the man in glasses asking me to wait in the waiting room,What happens after the narrator finishes their audition?,A. She is congratulated by the casting director,B. She is asked to perform the laugh again,C. She is asked to wait in the waiting room,D. She is immediately given the role,C. She is asked to wait in the waiting room,yes,8.965625,,,,,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504.337030458,4511.922228416,0,,,0,,,1,7.575001459000305,7.575004583999544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_11_condition.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_3.wav,Hello Yes hi Dad I said Franny this is your father Dad I know How did you know it was me I told you we have caller ID now Is it curable Dad it's that thing where your number comes up when you call What a horrible invention Why would anyone want that So you know who's calling before you pick up Why don't you just say hello who's calling Dad what's up I have an audition To the point then Your Aunt Mary Ellen wanted me to remind you to book a room for Katie's wedding,What does the narrator's father want them to do regarding Katie's wedding?,A. Attend the rehersal dinner,B. Book a room for the wedding,C. Be a bridesmaid,D. Decline the wedding invitation,B. Book a room for the wedding,no,29.39003125,,,,,,,,,,,,,0,131,131,131,,,,,,,,,4511.935377833,,,,,,,,,,,,4512.693585458,4512.726069916333,4512.725994958,4542.105529916,4542.123297083,4542.144770583,4542.381414791,4542.381414791,4543.8536914999995,4544.445093166,9.941666666666666,1.6812520000003133,1,[0.6040708330001507],[0.6040731659995799],,,,,,,,,,,,,,4544.445503541,4549.28169375,0,,,1,4.827289042000302,4.827291624999816,0,,,0,,,,,,,,,,4511.9227357909995,4511.935377833,4511.935377833,4511.935377833,4512.693395041,1,[0.7700251249998473],[0.7700277499998265],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_104_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_047_of_116_0.wav,Do you feel good about it I'm not sure I think so The audience laughed Lots of people said I did well But I have no idea who any of them were or if they were the ones I needed to impress But the laughing thing was getting such a positive reaction from the audience The writer decided to give me a line Jane's eyes go wide No way I know I got really excited too Which is so dumb when you think about it I've done whole plays in summer stock and all those scenes in class,What positive outcome does the narrator mention regarding her audition?,A. The writer decided to give her a line,B. Jane was impressed with her performance,C. She received a standing ovation,D. She secured a lead role in the play,A. The writer decided to give her a line,yes,14.615,,,,,,,,,,,,,0,132,132,132,0,0,0,0,0,0,0,0,4569.524601041,,,,,,,,,,,,4550.612800291,4550.628579124666,4550.632468791,4565.255881958,4565.259585041,4565.270819958,4565.471009666,4565.471009666,4567.371288458,4568.102267,9.049999999999999,2.073429916999885,1,[0.7425557919996209],[0.7425581669995154],,,,,,,,,,4569.515024791,4569.524601041,4584.514164375,the audience got so excited laugh the writers decided to give me a line no way i've done all those plays class,,,,,,,,,,,,,,,,,,,,,,4549.282174333,4549.2894785,4549.2894785,4549.2894785,4550.612612916,1,[1.3287747920003312],[1.3287776249999297],4568.102783458,4568.108482791,4568.108482791,4568.108482791,4569.514111458,1,[1.4103498329996],[1.4103525000000445],0,,,4584.534815833,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_104_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_047_of_116_0.wav,Do you feel good about it I'm not sure I think so The audience laughed Lots of people said I did well But I have no idea who any of them were or if they were the ones I needed to impress But the laughing thing was getting such a positive reaction from the audience The writer decided to give me a line Jane's eyes go wide No way I know I got really excited too Which is so dumb when you think about it I've done whole plays in summer stock and all those scenes in class,What positive outcome does the narrator mention regarding her audition?,A. The writer decided to give her a line,B. Jane was impressed with her performance,C. She received a standing ovation,D. She secured a lead role in the play,A. The writer decided to give her a line,yes,14.615,,,,,,,,,,,,,0,132,132,132,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_104_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_047_of_116_0.wav,Do you feel good about it I'm not sure I think so The audience laughed Lots of people said I did well But I have no idea who any of them were or if they were the ones I needed to impress But the laughing thing was getting such a positive reaction from the audience The writer decided to give me a line Jane's eyes go wide No way I know I got really excited too Which is so dumb when you think about it I've done whole plays in summer stock and all those scenes in class,What positive outcome does the narrator mention regarding her audition?,A. The writer decided to give her a line,B. Jane was impressed with her performance,C. She received a standing ovation,D. She secured a lead role in the play,A. The writer decided to give her a line,yes,14.615,,,,,,,,,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4584.514469208,4590.651642416,1,6.12623933299983,6.126242125000317,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
